nexonsn,npsn,bonusprob,bonustype,gender,classgroup,charid,probitemgetresult,itemlevel,itemget,itemid,itemtype,itemgrade,itemenchantbef,itemenchantaft,itemuid,itemgetprob,playtime,chartype,usernickname,charcode,probitemgettype,userlevel,tribe,ispcroom,idcategory,id,actionid,charlevel,charname,class,isburningchar
990665445,null,"WrappedArray(75.0, 0.0, 0.0, 25.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,97194514,1,140,1,1052802,1,2,5,6,142486786497520,75,4215,null,null,null,1,null,1313,2,WrappedArray(meso),WrappedArray(659600),20211215230022708,245,동야호12,1313,0
923292792,null,"WrappedArray(50.0, 0.0, 0.0, 50.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,30112392,2,120,1,1113282,1,2,10,10,8214566914324783233,50,33338,null,null,null,1,null,423,2,WrappedArray(meso),WrappedArray(2801600),20211215230022654,220,산이피부말랑,423,0
587530480,null,"WrappedArray(73.5, 0.0, 0.0, 26.5, 0.0, 1.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,33647267,1,120,1,1052784,1,0,6,7,3462429040047121879,70,22057,null,null,null,1,null,15112,2,WrappedArray(meso),WrappedArray(484800),20211215230023165,124,미토는맛있어,15112,0
319057597,null,"WrappedArray(80.0, 0.0, 0.0, 20.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,97908343,1,110,1,1113089,1,0,4,5,3747137381053331323,80,15030,null,null,null,1,null,1112,2,WrappedArray(meso),WrappedArray(267200),20211215230023594,141,빛땡구,1112,0
184612946,null,"WrappedArray(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,16794500,1,0,1,2047939,2,,0,0,0,3105168,14,null,null,null,3,null,2313,2,"WrappedArray(itemboxtype, itemboxid, purchaseSN, itemuid)","WrappedArray(GoldApple, 5060048, 130000272, 371177524)",20211215230023990,203,SJ꼬꼬마키드,2313,0
286046357,null,"WrappedArray(65.0, 0.0, 0.0, 35.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,26105287,1,140,1,1113055,1,2,7,8,5044031685734374899,65,46,null,null,null,1,null,413,2,WrappedArray(meso),WrappedArray(879100),20211215230024443,222,율예디,413,0
1980090818,null,"WrappedArray(30.0, 69.97, 0.03, 0.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,41858749,3,160,1,1152179,1,4,16,15,1441157361136858542,30,386,null,null,null,1,null,2513,2,WrappedArray(meso),WrappedArray(38707470),20211215230024626,276,미말,2513,0
1476581700,null,"WrappedArray(75.0, 0.0, 0.0, 25.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,28022181,1,110,1,1122274,1,0,5,6,5536214343354,75,748,null,null,null,1,null,15112,2,WrappedArray(meso),WrappedArray(320400),20211215230024885,174,도용a,15112,0
990665445,null,"WrappedArray(65.0, 0.0, 0.0, 35.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,97194514,1,140,1,1052802,1,2,7,8,142486786497520,65,4218,null,null,null,1,null,1313,2,WrappedArray(meso),WrappedArray(879100),20211215230025534,245,동야호12,1313,0
1762160325,null,"WrappedArray(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,5915752,1,0,1,1022262,1,,0,0,101176225,50000,13,null,null,null,2,null,413,2,"WrappedArray(itemboxtype, itemboxid, purchaseSN, itemuid)","WrappedArray(RoyalStyle, 5680159, 110000000, 101176175)",20211215230025789,251,보쟈크,413,0
1359531009,null,"WrappedArray(85.0, 0.0, 0.0, 15.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,102245923,2,75,1,1032022,1,1,3,3,7349875815934400551,85,5759,null,null,null,1,null,2214,2,WrappedArray(meso),WrappedArray(68500),20211215225941129,93,경치붑,2214,0
1744937302,null,"WrappedArray(45.0, 55.0, 0.0, 0.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,4704745,3,150,1,1132178,1,3,2,1,6354615481608782814,45,7376,null,null,null,1,null,2513,2,WrappedArray(meso),WrappedArray(55832200),20211215225941605,264,짱깩,2513,0
1946660489,null,"WrappedArray(30.0, 0.0, 0.03, 70.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,6090623,2,160,1,1152178,1,4,15,15,1441156102711605390,30,2501,null,null,null,1,null,413,2,WrappedArray(meso),WrappedArray(32863050),20211215225942767,250,청시환,413,0
1342857471,null,"WrappedArray(90.0, 0.0, 0.0, 10.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,39061022,1,80,1,1082117,1,2,1,2,3602880625314792094,90,20,null,null,null,1,null,3122,2,WrappedArray(meso),WrappedArray(42000),20211215225942434,164,티끌모아v,3122,0
1544095296,null,"WrappedArray(70.0, 0.0, 0.0, 30.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,30139410,1,110,1,1122274,1,1,6,7,3747000387530557490,70,11830,null,null,null,1,null,16212,1,WrappedArray(meso),WrappedArray(355015),20211215225943062,163,셉존라라,16212,0
738297296,null,"WrappedArray(42.0, 57.95, 0.05, 0.0, 0.0, 1.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,6283797,3,150,1,1132176,1,2,6,5,3170535954440482883,40,14109,null,null,null,1,null,333,2,WrappedArray(meso),WrappedArray(55832200),20211215225943307,251,아름다운한강,333,0
1946660489,null,"WrappedArray(30.0, 0.0, 0.03, 70.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,6090623,1,160,1,1152178,1,4,15,16,1441156102711605390,30,2503,null,null,null,1,null,413,2,WrappedArray(meso),WrappedArray(32863050),20211215225945304,250,청시환,413,0
587509861,null,"WrappedArray(35.0, 64.98, 0.02, 0.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,20624518,3,200,1,1342104,1,4,13,12,6054620158828209264,35,66850,null,null,null,1,null,435,2,WrappedArray(meso),WrappedArray(22378770),20211215225945793,260,Bless,435,0
168052931,null,"WrappedArray(60.0, 0.0, 0.0, 40.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,100678769,1,110,1,1052134,1,2,8,9,4323514134812526728,60,393,null,null,null,1,null,6112,1,WrappedArray(meso),WrappedArray(456190),20211215225945065,141,짖어라김예진,6112,0
1946660489,null,"WrappedArray(30.0, 69.97, 0.03, 0.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,6090623,3,160,1,1152178,1,4,16,15,1441156102711605390,30,2505,null,null,null,1,null,413,2,WrappedArray(meso),WrappedArray(38707470),20211215225946467,250,청시환,413,0
1359502094,null,"WrappedArray(60.0, 0.0, 0.0, 40.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,94238402,1,140,1,1122150,1,3,8,9,8214566970159269798,60,22203,null,null,null,1,null,2413,2,WrappedArray(meso),WrappedArray(988800),20211215225947217,266,현극,2413,0
1426388711,null,"WrappedArray(75.0, 0.0, 0.0, 25.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,7082944,1,100,1,1060111,1,0,5,6,7638106162021337943,75,4981,null,null,null,1,null,132,2,WrappedArray(meso),WrappedArray(241000),20211215225947743,100,손창꾼,132,0
117677280,null,"WrappedArray(40.0, 59.99, 0.01, 0.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,12244157,3,140,1,1132272,1,2,12,11,2017618096260652238,40,5965,null,null,null,1,null,1413,2,WrappedArray(meso),WrappedArray(6982900),20211215225948692,244,offnen,1413,0
1560729119,null,"WrappedArray(85.0, 0.0, 0.0, 15.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,102245103,1,110,1,1113089,1,0,3,4,4755802194345762101,85,3546,null,null,null,1,null,3511,1,WrappedArray(meso),WrappedArray(196880),20211215225949724,100,mikuruto19,3511,0
17070297,null,"WrappedArray(85.0, 0.0, 0.0, 15.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,29642578,2,40,1,1052113,1,2,2,2,4611691524575506008,85,52899,null,null,null,1,null,15113,2,WrappedArray(meso),WrappedArray(8439),20211215225949726,270,유채곶,15113,0
570455289,null,"WrappedArray(89.25, 0.0, 0.0, 10.75, 0.0, 1.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,97971347,1,30,1,1102590,1,0,3,4,6054758831684105571,85,1563,null,null,null,1,null,220,2,WrappedArray(meso),WrappedArray(5300),20211215225949821,43,Tcll삐,220,0
738293293,null,"WrappedArray(90.0, 0.0, 0.0, 10.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,42881163,1,40,1,1052113,1,2,1,2,2594079050428029653,90,9707,null,null,null,1,null,16212,2,WrappedArray(meso),WrappedArray(5795),20211215225951834,181,SH스카엠작,16212,0
17070297,null,"WrappedArray(80.0, 0.0, 0.0, 20.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,29642578,1,40,1,1052113,1,2,4,5,4611691524575506008,80,52903,null,null,null,1,null,15113,2,WrappedArray(meso),WrappedArray(13386),20211215225953204,270,유채곶,15113,0
1694899524,null,"WrappedArray(80.0, 0.0, 0.0, 20.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,43336772,1,100,1,1032030,1,2,4,5,2882309435169348082,80,6116,null,null,null,1,null,231,2,WrappedArray(meso),WrappedArray(194970),20211215225953325,94,후선히어로,231,0
738293293,null,"WrappedArray(85.0, 0.0, 0.0, 15.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,42881163,1,40,1,1052113,1,2,3,4,2594079050428029653,85,9710,null,null,null,1,null,16212,2,WrappedArray(meso),WrappedArray(10640),20211215225954201,181,SH스카엠작,16212,0
1560729119,null,"WrappedArray(65.0, 0.0, 0.0, 35.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,102245103,1,110,1,1113089,1,0,7,8,4755802194345762101,65,3551,null,null,null,1,null,3511,1,WrappedArray(meso),WrappedArray(392748),20211215225954288,100,mikuruto19,3511,0
1694899524,null,"WrappedArray(75.0, 0.0, 0.0, 25.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,43336772,1,100,1,1032030,1,2,5,6,2882309435169348082,75,6117,null,null,null,1,null,231,2,WrappedArray(meso),WrappedArray(233770),20211215225954641,94,후선히어로,231,0
1560729119,null,"WrappedArray(60.0, 0.0, 0.0, 40.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,102245103,2,110,1,1113089,1,0,8,8,4755802194345762101,60,3552,null,null,null,1,null,3511,1,WrappedArray(meso),WrappedArray(441784),20211215225955654,100,mikuruto19,3511,0
1544095296,null,"WrappedArray(90.0, 0.0, 0.0, 10.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,30139410,1,110,1,1113089,1,0,1,2,5908722814189455612,90,11847,null,null,null,1,null,16212,1,WrappedArray(meso),WrappedArray(102125),20211215230000218,163,셉존라라,16212,0
722125078,null,"WrappedArray(80.0, 0.0, 0.0, 20.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,43198478,2,110,1,1212098,1,0,4,4,5908723647414100375,80,7690,null,null,null,1,null,2712,2,WrappedArray(meso),WrappedArray(253840),20211215230000078,113,오드유나,2712,0
286046357,null,"WrappedArray(85.0, 0.0, 0.0, 15.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,26105287,2,140,1,1113055,1,2,2,2,5044031685734374899,85,24,null,null,null,1,null,413,2,WrappedArray(meso),WrappedArray(330300),20211215230002456,222,율예디,413,0
805684638,null,"WrappedArray(65.0, 0.0, 0.0, 35.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,7073524,2,110,1,1052071,1,1,7,7,288232334656859962,65,1045,null,null,null,1,null,2312,2,WrappedArray(meso),WrappedArray(426900),20211215230002879,120,크앙겸링크,2312,0
50811551,null,"WrappedArray(80.0, 0.0, 0.0, 20.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,102247031,1,40,1,1312007,1,1,4,5,5908723664592900793,80,4544,null,null,null,1,null,3110,2,WrappedArray(meso),WrappedArray(13386),20211215230004188,39,달팽이디몬,3110,0
788564621,null,"WrappedArray(80.0, 0.0, 0.0, 20.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,99994552,1,160,1,1592019,1,2,4,5,2017671245857805180,80,1622,null,null,null,1,null,332,2,WrappedArray(meso),WrappedArray(820200),20211215230005934,160,일영영오19,332,0
1745209285,null,"WrappedArray(90.0, 0.0, 0.0, 10.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,102241887,1,40,1,1052113,1,2,1,2,576519382278404338,90,72704,null,null,null,1,null,232,2,WrappedArray(meso),WrappedArray(6100),20211215230005816,148,pc방젠더도둑,232,0
839173413,null,"WrappedArray(95.0, 0.0, 0.0, 5.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,94081268,1,100,1,1022231,1,2,0,1,7349875790164545447,95,28,null,null,null,1,null,1512,2,WrappedArray(meso),WrappedArray(38950),20211215230005048,124,윰엶,1512,0
286046357,null,"WrappedArray(85.0, 0.0, 0.0, 15.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,26105287,1,140,1,1113055,1,2,3,4,5044031685734374899,85,28,null,null,null,1,null,413,2,WrappedArray(meso),WrappedArray(440000),20211215230006987,222,율예디,413,0
587530480,null,"WrappedArray(85.0, 0.0, 0.0, 15.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,33647267,2,120,1,1052784,1,0,2,2,3462429040047121879,85,22041,null,null,null,1,null,15112,2,WrappedArray(meso),WrappedArray(208400),20211215230007265,124,미토는맛있어,15112,0
101180638,null,"WrappedArray(100.0, 0.0, 0.0, 0.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,90309812,1,135,1,1022232,1,4,17,18,7926336009892922113,100,3292,null,null,null,1,null,233,2,WrappedArray(meso),WrappedArray(30145400),20211215230008265,255,코푸케이키,233,0
84546819,null,"WrappedArray(45.0, 0.0, 0.0, 55.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,1414266,1,140,1,1032200,1,4,11,12,1279900389640,45,9794,null,null,null,1,null,223,2,WrappedArray(meso),WrappedArray(5625900),20211215230008582,262,찌질상민,223,0
1980090818,null,"WrappedArray(35.0, 64.98, 0.02, 0.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,41858749,3,160,1,1152179,1,4,13,12,1441157361136858542,35,370,null,null,null,1,null,2513,2,WrappedArray(meso),WrappedArray(11458350),20211215230009221,276,미말,2513,0
1879177121,null,"WrappedArray(85.0, 0.0, 0.0, 15.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,6567356,1,140,1,1122150,1,2,2,3,7349875794459572651,85,5933,null,null,null,1,null,16413,2,WrappedArray(meso),WrappedArray(330300),20211215230008969,220,부삐링,16413,0
2046894739,null,"WrappedArray(90.0, 0.0, 0.0, 10.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,7087691,1,30,1,1132292,1,0,1,2,7205760602088742419,90,1128,null,null,null,1,null,16212,2,WrappedArray(meso),WrappedArray(3200),20211215230009390,100,쩔라라야,16212,0
839173413,null,"WrappedArray(85.0, 0.0, 0.0, 15.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,94081268,1,100,1,1022231,1,2,2,3,7349875790164545447,85,33,null,null,null,1,null,1512,2,WrappedArray(meso),WrappedArray(114950),20211215230009254,124,윰엶,1512,0
286079045,null,"WrappedArray(99.75, 0.0, 0.0, 0.25, 0.0, 1.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,43337082,1,60,1,1052712,1,1,0,1,4467571792424213241,95,19490,null,null,null,1,null,6511,2,WrappedArray(meso),WrappedArray(9600),20211215230010443,99,귀앤욤버,6511,0
1913115376,null,"WrappedArray(40.0, 0.0, 0.01, 60.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,5304563,1,160,1,1402251,1,4,12,13,6354615902515910243,40,44,null,null,null,1,null,123,2,WrappedArray(meso),WrappedArray(10422900),20211215230010512,253,샷건장인망치,123,0
218710146,null,"WrappedArray(80.0, 0.0, 0.0, 20.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,29221551,2,38,1,1051024,1,2,4,4,2017618096260707019,80,44,null,null,null,1,null,6313,2,WrappedArray(meso),WrappedArray(12000),20211215230012089,235,군뉴눈,6313,0
486681211,null,"WrappedArray(31.5, 0.0, 0.03, 68.5, 0.0, 1.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,1300092,2,200,1,1102942,1,4,15,15,3746996620844558802,30,12981,null,null,null,1,null,3313,2,WrappedArray(meso),WrappedArray(64184850),20211215230014631,280,봄이오는군,3313,0
839173413,null,"WrappedArray(80.0, 0.0, 0.0, 20.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,94081268,1,100,1,1022231,1,2,4,5,7349875790164545447,80,38,null,null,null,1,null,1512,2,WrappedArray(meso),WrappedArray(190950),20211215230014473,124,윰엶,1512,0
939707085,null,"WrappedArray(90.0, 0.0, 0.0, 10.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,7076317,1,75,1,1382010,1,1,1,2,4611687925392917486,90,945,null,null,null,1,null,3211,2,WrappedArray(meso),WrappedArray(34800),20211215230014776,80,멍배청메이,3211,0
738293293,null,"WrappedArray(95.0, 0.0, 0.0, 5.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,42881163,1,40,1,1052113,1,2,0,1,2594079050428030510,95,9731,null,null,null,1,null,16212,2,WrappedArray(meso),WrappedArray(3420),20211215230015676,181,SH스카엠작,16212,0
1006936782,null,"WrappedArray(85.0, 0.0, 0.0, 15.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,4914070,2,140,1,1152108,1,0,2,2,288232442031071840,85,15,null,null,null,1,null,3712,2,WrappedArray(meso),WrappedArray(313785),20211215230015995,140,이전일기,3712,0
1862919915,null,"WrappedArray(85.0, 0.0, 0.0, 15.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,42961173,1,120,1,1122076,1,1,3,4,5476384444032057534,85,13384,null,null,null,1,null,15113,2,WrappedArray(meso),WrappedArray(277500),20211215230015538,227,모발없는땡뚠,15113,0
1913115376,null,"WrappedArray(30.0, 0.0, 0.03, 70.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,5304563,2,160,1,1402251,1,4,15,15,6354615902515910243,30,49,null,null,null,1,null,123,2,WrappedArray(meso),WrappedArray(36514500),20211215230015701,253,샷건장인망치,123,0
654523618,null,"WrappedArray(89.25, 0.0, 0.0, 10.75, 0.0, 1.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,27933614,1,80,1,1051078,1,1,2,3,5764617143760989033,85,351,null,null,null,1,null,15111,2,WrappedArray(meso),WrappedArray(62400),20211215230015788,80,메카는제니쓰,15111,0
50614087,null,"WrappedArray(80.0, 0.0, 0.0, 20.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,43340427,1,100,1,1002399,1,1,4,5,6171868218919,80,8411,null,null,null,1,null,14212,2,WrappedArray(meso),WrappedArray(201000),20211215230016432,101,민둥졍,14212,0
1208761011,null,"WrappedArray(89.25, 0.0, 0.0, 10.75, 0.0, 1.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,43338895,1,110,1,1113089,1,0,2,3,4611692778706172462,85,6515,null,null,null,1,null,1312,2,WrappedArray(meso),WrappedArray(160700),20211215230016122,164,CoLaWind,1312,0
268619829,null,"WrappedArray(85.0, 0.0, 0.0, 15.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,102246410,1,140,1,1132272,1,2,2,3,58733054529809,85,21270,null,null,null,1,null,1112,1,WrappedArray(meso),WrappedArray(313785),20211215230016098,159,진심시그,1112,0
286079045,null,"WrappedArray(94.5, 0.0, 0.0, 5.5, 0.0, 1.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,43337082,1,60,1,1052712,1,1,1,2,4467571792424213241,90,19497,null,null,null,1,null,6511,2,WrappedArray(meso),WrappedArray(18300),20211215230017108,99,귀앤욤버,6511,0
1644827676,null,"WrappedArray(65.0, 0.0, 0.0, 35.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,7084008,2,100,1,1522012,1,2,7,7,576462693628685382,65,4218,null,null,null,1,null,2312,2,WrappedArray(meso),WrappedArray(321000),20211215230016975,101,본캐안해메르,2312,0
235005650,null,"WrappedArray(45.0, 55.0, 0.0, 0.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,5758343,3,160,1,1592019,1,3,11,10,1829656197097,45,251,null,null,null,1,null,333,1,WrappedArray(meso),WrappedArray(7725516),20211215230016738,225,패파해웅,333,0
67617308,null,"WrappedArray(95.0, 0.0, 0.0, 5.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,29427062,2,80,1,1060099,1,2,0,0,6354615816626611060,95,852,null,null,null,1,null,513,2,WrappedArray(meso),WrappedArray(21500),20211215230017691,211,별별냥멍,513,0
923292792,null,"WrappedArray(55.0, 0.0, 0.0, 45.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,30112392,2,120,1,1113282,1,2,9,9,8214566914324783233,55,33333,null,null,null,1,null,423,2,WrappedArray(meso),WrappedArray(692200),20211215230017207,220,산이피부말랑,423,0
235678679,null,"WrappedArray(89.25, 0.0, 0.0, 10.75, 0.0, 1.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,41912452,1,100,1,1022231,1,1,3,4,2594079059017430633,85,102,null,null,null,1,null,16413,2,WrappedArray(meso),WrappedArray(161000),20211215230017915,200,이건아잉교,16413,0
1963113957,null,"WrappedArray(31.5, 0.0, 0.03, 68.5, 0.0, 1.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,96875193,1,160,1,1073030,1,3,15,16,3458906760088918011,30,12650,null,null,null,1,null,15113,2,WrappedArray(meso),WrappedArray(35419065),20211215230018243,253,adelionnn,15113,0
738293293,null,"WrappedArray(85.0, 0.0, 0.0, 15.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,42881163,1,40,1,1052113,1,2,2,3,2594079050428030510,85,9735,null,null,null,1,null,16212,2,WrappedArray(meso),WrappedArray(8265),20211215230019159,181,SH스카엠작,16212,0
